subject,session,task,cuecol,cueloc,validity,targloc,targtilt,delay,resp,time,corr
6,1,2,1,3,1,3,2,1.02969812280432,0,NaN,0
6,1,2,1,7,1,7,2,1.34960433571439,0,NaN,0
6,1,2,1,5,1,5,2,1.26962778248687,0,NaN,0
6,1,2,1,8,1,8,2,1.01970105365088,0,NaN,0
6,1,2,1,2,1,2,1,1.00970398449744,0,NaN,0
6,1,2,1,8,1,8,1,1.37959554317471,0,NaN,0
6,1,2,2,7,1,7,1,1.22963950587311,0,NaN,0
6,1,2,2,8,1,8,2,1.27962485164031,0,NaN,0
6,1,2,1,8,0,4,1,1.13966588349215,0,NaN,0
6,1,2,1,8,1,8,2,1.23963657502655,0,NaN,0
6,1,2,1,5,1,5,1,1.01970105365088,0,NaN,0
6,1,2,2,2,1,2,2,1.17965416010591,0,NaN,0
6,1,2,1,1,1,1,1,1.34960433571439,0,NaN,0
6,1,2,2,3,0,4,2,1.23963657502655,0,NaN,0
6,1,2,1,1,1,1,2,1.13966588349215,0,NaN,0
6,1,2,2,6,1,6,2,1.22963950587311,0,NaN,0
6,1,2,1,8,1,8,1,1.23963657502655,0,NaN,0
6,1,2,2,8,0,7,2,1.23963657502655,0,NaN,0
6,1,2,1,2,1,2,1,1.01970105365088,0,NaN,0
6,1,2,2,7,1,7,1,1.34960433571439,0,NaN,0
6,1,2,1,1,1,1,1,1.32961019740751,0,NaN,0
6,1,2,1,4,0,3,2,1.23963657502655,0,NaN,0
6,1,2,2,7,1,7,1,1.14966295264559,0,NaN,0
6,1,2,1,8,1,8,1,1.33960726656095,0,NaN,0
6,1,2,2,2,1,2,1,1.11967174518527,0,NaN,0
6,1,2,1,1,1,1,2,1.39958968148159,0,NaN,0
6,1,2,2,4,0,8,2,1.11967174518527,0,NaN,0
6,1,2,1,3,1,3,2,1.28962192079375,0,NaN,0
6,1,2,1,1,0,5,1,1.15966002179903,0,NaN,0
6,1,2,2,1,1,1,2,1.26962778248687,0,NaN,0
6,1,2,1,3,1,3,2,1.37959554317471,0,NaN,0
6,1,2,1,5,1,5,1,1.15966002179903,0,NaN,0
6,1,2,1,5,1,5,2,1.03969519195776,0,NaN,0
6,1,2,2,6,1,6,1,1.39958968148159,0,NaN,0
6,1,2,1,6,1,6,2,1.24963364417999,0,NaN,0
6,1,2,2,3,1,3,2,1.37959554317471,0,NaN,0
6,1,2,2,1,0,3,2,1.03969519195776,0,NaN,0
6,1,2,2,2,1,2,1,1.21964243671967,0,NaN,0
6,1,2,1,3,0,4,1,1.01970105365088,0,NaN,0
6,1,2,2,4,1,4,1,1.37959554317471,0,NaN,0
6,1,2,2,7,0,1,1,1.35960140486783,0,NaN,0
6,1,2,1,3,1,3,1,1.28962192079375,0,NaN,0
6,1,2,1,2,1,2,2,1.23963657502655,0,NaN,0
6,1,2,1,4,1,4,2,1.21964243671967,0,NaN,0
6,1,2,1,6,1,6,2,1.12966881433871,0,NaN,0
6,1,2,1,6,1,6,1,1.14966295264559,0,NaN,0
6,1,2,1,4,1,4,1,1.38959261232815,0,NaN,0
6,1,2,1,6,1,6,1,1.07968346857151,0,NaN,0
6,1,2,1,2,1,2,2,1.22963950587311,0,NaN,0
6,1,2,1,3,1,3,1,1.19964829841279,0,NaN,0
6,1,2,1,6,0,7,1,1.15966002179903,0,NaN,0
6,1,2,2,5,0,8,1,1.20964536756623,0,NaN,0
6,1,2,2,4,1,4,1,1.24963364417999,0,NaN,0
6,1,2,1,3,1,3,2,1.25963071333343,0,NaN,0
6,1,2,1,4,1,4,1,1.36959847402127,0,NaN,0
6,1,2,1,6,0,5,2,1.36959847402127,0,NaN,0
6,1,2,2,7,1,7,2,1.03969519195776,0,NaN,0
6,1,2,2,2,1,2,1,1.08968053772495,0,NaN,0
6,1,2,1,7,1,7,1,1.14966295264559,0,NaN,0
6,1,2,1,5,1,5,1,1.30961605910063,0,NaN,0
6,1,2,2,1,1,1,2,1.19964829841279,0,NaN,0
6,1,2,2,5,1,5,1,1.06968639941807,0,NaN,0
6,1,2,2,5,1,5,2,1.11967174518527,0,NaN,0
6,1,2,2,4,1,4,1,1.34960433571439,0,NaN,0
6,1,2,2,6,1,6,2,1.00970398449744,0,NaN,0
6,1,2,2,1,1,1,2,1.21964243671967,0,NaN,0
6,1,2,1,4,1,4,2,1.39958968148159,0,NaN,0
6,1,2,1,7,1,7,2,1.37959554317471,0,NaN,0
6,1,2,2,5,0,2,1,1.09967760687839,0,NaN,0
6,1,2,1,5,1,5,2,1.29961898994719,0,NaN,0
6,1,2,2,2,0,6,2,1.05968933026463,0,NaN,0
6,1,2,1,7,1,7,2,1.06968639941807,0,NaN,0
6,1,2,1,4,1,4,2,1.37959554317471,0,NaN,0
6,1,2,1,7,1,7,2,1.27962485164031,0,NaN,0
6,1,2,2,4,0,8,2,1.16965709095247,0,NaN,0
6,1,2,1,3,0,7,2,1.14966295264559,0,NaN,0
6,1,2,2,4,1,4,1,1.36959847402127,0,NaN,0
6,1,2,2,3,1,3,1,1.24963364417999,0,NaN,0
6,1,2,1,7,0,5,2,1.18965122925935,0,NaN,0
6,1,2,1,6,1,6,1,1.22963950587311,0,NaN,0
6,1,2,2,5,1,5,1,1.26962778248687,0,NaN,0
6,1,2,2,8,1,8,2,1.21964243671967,0,NaN,0
6,1,2,2,1,1,1,1,1.23963657502655,0,NaN,0
6,1,2,2,2,0,8,1,1.32961019740751,0,NaN,0
6,1,2,1,2,1,2,2,1.36959847402127,0,NaN,0
6,1,2,1,8,1,8,2,1.04969226111119,0,NaN,0
6,1,2,2,2,1,2,1,1.07968346857151,0,NaN,0
6,1,2,1,7,1,7,2,1.05968933026463,0,NaN,0
6,1,2,2,8,1,8,2,1.06968639941807,0,NaN,0
6,1,2,2,5,1,5,2,1.32961019740751,0,NaN,0
6,1,2,2,1,0,5,1,1.08968053772495,0,NaN,0
6,1,2,1,1,1,1,2,1.24963364417999,0,NaN,0
6,1,2,1,7,0,3,1,1.28962192079375,0,NaN,0
6,1,2,1,3,1,3,1,1.11967174518527,0,NaN,0
6,1,2,1,7,1,7,2,1.16965709095247,0,NaN,0
6,1,2,1,8,1,8,2,1.04969226111119,0,NaN,0
6,1,2,2,3,1,3,1,1.12966881433871,0,NaN,0
6,1,2,1,5,0,8,1,1.07968346857151,0,NaN,0
6,1,2,2,2,1,2,1,1.36959847402127,0,NaN,0
6,1,2,1,6,1,6,2,1.35960140486783,0,NaN,0
6,1,2,1,6,1,6,2,1.09967760687839,0,NaN,0
6,1,2,2,2,1,2,2,1.22963950587311,0,NaN,0
6,1,2,1,8,0,5,2,1.30961605910063,0,NaN,0
6,1,2,1,4,1,4,2,1.26962778248687,0,NaN,0
6,1,2,2,5,0,3,1,0.999706915343995,0,NaN,0
6,1,2,2,1,1,1,1,1.24963364417999,0,NaN,0
6,1,2,1,6,1,6,1,1.35960140486783,0,NaN,0
6,1,2,1,5,1,5,2,1.09967760687839,0,NaN,0
6,1,2,1,5,1,5,2,1.07968346857151,0,NaN,0
6,1,2,1,3,1,3,2,1.32961019740751,0,NaN,0
6,1,2,2,8,1,8,1,1.21964243671967,0,NaN,0
6,1,2,2,6,0,2,2,1.30961605910063,0,NaN,0
6,1,2,1,1,0,8,2,1.27962485164031,0,NaN,0
6,1,2,2,1,1,1,1,1.12966881433871,0,NaN,0
6,1,2,1,5,1,5,2,1.11967174518527,0,NaN,0
6,1,2,1,6,1,6,1,1.29961898994719,0,NaN,0
6,1,2,2,4,1,4,1,1.22963950587311,0,NaN,0
6,1,2,1,3,1,3,1,1.09967760687839,0,NaN,0
6,1,2,2,6,1,6,2,1.18965122925935,0,NaN,0
6,1,2,2,4,1,4,1,1.00970398449744,0,NaN,0
6,1,2,2,1,1,1,2,1.30961605910063,0,NaN,0
6,1,2,1,4,1,4,1,1.06968639941807,0,NaN,0
6,1,2,2,4,1,4,2,1.21964243671967,0,NaN,0
6,1,2,2,6,1,6,2,1.23963657502655,0,NaN,0
6,1,2,2,5,1,5,1,1.27962485164031,0,NaN,0
6,1,2,2,4,0,2,2,1.26962778248687,0,NaN,0
6,1,2,1,8,1,8,1,1.20964536756623,0,NaN,0
6,1,2,1,2,1,2,2,1.29961898994719,0,NaN,0
6,1,2,2,3,1,3,1,1.02969812280432,0,NaN,0
6,1,2,1,2,1,2,2,1.00970398449744,0,NaN,0
6,1,2,2,2,1,2,1,1.37959554317471,0,NaN,0
6,1,2,2,7,1,7,1,1.21964243671967,0,NaN,0
6,1,2,1,7,1,7,1,1.18965122925935,0,NaN,0
6,1,2,1,8,1,8,1,1.10967467603183,0,NaN,0
6,1,2,2,5,1,5,2,1.27962485164031,0,NaN,0
6,1,2,2,2,0,8,1,1.21964243671967,0,NaN,0
6,1,2,1,6,0,5,1,1.05968933026463,0,NaN,0
6,1,2,2,5,1,5,2,1.33960726656095,0,NaN,0
6,1,2,2,8,0,5,2,1.35960140486783,0,NaN,0
6,1,2,1,1,1,1,1,1.08968053772495,0,NaN,0
6,1,2,2,3,1,3,2,1.29961898994719,0,NaN,0
6,1,2,1,2,1,2,2,1.06968639941807,0,NaN,0
6,1,2,2,1,1,1,1,1.25963071333343,0,NaN,0
6,1,2,1,6,1,6,1,1.19964829841279,0,NaN,0
6,1,2,2,3,0,1,1,1.13966588349215,0,NaN,0
6,1,2,2,7,1,7,1,1.28962192079375,0,NaN,0
6,1,2,2,8,1,8,2,1.28962192079375,0,NaN,0
6,1,2,2,3,1,3,1,1.03969519195776,0,NaN,0
6,1,2,1,1,1,1,2,1.31961312825407,0,NaN,0
6,1,2,2,7,1,7,1,1.23963657502655,0,NaN,0
6,1,2,2,4,1,4,1,1.03969519195776,0,NaN,0
